Loading Datastore...
 * Serving Flask app 'server' (lazy loading)
 * Environment: production
   WARNING: This is a development server. Do not use it in a production deployment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on http://127.0.0.1:6080/ (Press CTRL+C to quit)
127.0.0.1 - - [15/Nov/2021 19:53:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6InNOY1JWYTRMamxvaXdyVkxidjZYQlk4VUUtM0labng3ckpuemxJc2pyaFEifQ.f04Eg9HOE9fmLLAwyL6RIFUOevEQeEzIYNVZWzGByJ4&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoyLCJ0b2tlbl9pZCI6IkVzUmV6blZlMmxZUUtqWnpIV042SkNTSC1RT2tCeThLUXY3VWc3MFhxMUEifQ.uBAwaEIWqWlsuE946WLLMmDKem06ZKEvuUoUFQxDqJ8&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "DELETE /admin/user/remove/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "GET /channel/messages/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6InNOY1JWYTRMamxvaXdyVkxidjZYQlk4VUUtM0labng3ckpuemxJc2pyaFEifQ.f04Eg9HOE9fmLLAwyL6RIFUOevEQeEzIYNVZWzGByJ4&channel_id=1&start=0 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6ImV0eENuTnBab1BscmJJcUV3c3FhMXRYcDAtNExpNHVHLVl5Unp0aDNscFkifQ.lV9DnM4XqVPcGCSuCk_F0rHtYdW2Q68rlqrHmuCo_2Y&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoyLCJ0b2tlbl9pZCI6Ijh6M1BmSXczbTZVWFdleDR6RFBDNVl2RzNqeTl3RzNHM0FwSTZNRnNXODAifQ.gybbewaW_DohlDVRk3-GYOIiajPylUb-uksNuO-cYRM&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "DELETE /admin/user/remove/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6ImV0eENuTnBab1BscmJJcUV3c3FhMXRYcDAtNExpNHVHLVl5Unp0aDNscFkifQ.lV9DnM4XqVPcGCSuCk_F0rHtYdW2Q68rlqrHmuCo_2Y&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6IjVRd2F1NWVqVXNGWkFBZmVJNW1YdlZZNGh1VWY2VDVIVGQwSWxwUU4zd3cifQ.WZltPdMgi0VtxhYs7cUqe9kP1OpuIkDzr2HOTziFIE0&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoyLCJ0b2tlbl9pZCI6ImlaOXB6aGw2bHFFRE42X3hwcVZHaFZ0bmFBREM3X2V3eWJHV2NlX2w0LUkifQ.JsIB3DUGnMZEOaiKlkWesnOzVQankmXLOyu4Pe6Rsrg&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "DELETE /admin/user/remove/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "GET /channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6IjVRd2F1NWVqVXNGWkFBZmVJNW1YdlZZNGh1VWY2VDVIVGQwSWxwUU4zd3cifQ.WZltPdMgi0VtxhYs7cUqe9kP1OpuIkDzr2HOTziFIE0&channel_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6IkUxU0JYZHE0aTNZNUZSQkZ3WW5GVnQ5SXl1YnVxREJxZE5BWDZlQkVwVmcifQ.uq9Po9K-JMLRJc-DTo5Y68BA_aDmBfnnqSjDyyaHLoQ&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoyLCJ0b2tlbl9pZCI6IjdSSkJQdl9GTUVFdFJGd3pNTHZxckh3ZkYxWWhwZDVZUFNxc1p2MURONTgifQ.7A62uPhT9FvdCSV8-WaQ8bpqmLrUZKo4cZwoykaSfKY&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6IkUxU0JYZHE0aTNZNUZSQkZ3WW5GVnQ5SXl1YnVxREJxZE5BWDZlQkVwVmcifQ.uq9Po9K-JMLRJc-DTo5Y68BA_aDmBfnnqSjDyyaHLoQ&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "DELETE /admin/user/remove/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6IkUxU0JYZHE0aTNZNUZSQkZ3WW5GVnQ5SXl1YnVxREJxZE5BWDZlQkVwVmcifQ.uq9Po9K-JMLRJc-DTo5Y68BA_aDmBfnnqSjDyyaHLoQ&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6ImhiRWRsYWoxM3B4M2N4T2p6WmNLZlZ3Y1VDSjFfX0pQa01xUXUyMWUxWlkifQ.5dBX_zRwphziGChw_B24wvbvlGeKAaSgp6cg_9jq6_0&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoyLCJ0b2tlbl9pZCI6ImlPOGhvMWVveWl4OVdzaWYzOXl3SEw5ZXBPYjhCd2VzMUQxM1RMd196Y3cifQ.tt7Ij7hiswdJnyeQzVb7TZ9rTEUrtIJ8G2r2h3jrQyw&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "DELETE /admin/user/remove/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "GET /users/all/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6ImhiRWRsYWoxM3B4M2N4T2p6WmNLZlZ3Y1VDSjFfX0pQa01xUXUyMWUxWlkifQ.5dBX_zRwphziGChw_B24wvbvlGeKAaSgp6cg_9jq6_0 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6ImRacTF1M0ZmU3l6aXRkel9zZkpPbG5aRUdOSHhLQjhldDV1LXVlaFRiODAifQ.hkAfl8E5H-5S9S_ao1ks2eLqkh_cFkfd2-2o4I2Zn9Q&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoyLCJ0b2tlbl9pZCI6InZxZFJ5MUdhbDJma2ZsMmQyVFQ1VlJzVnJ5S0l6TFpjRTBla0dtQ1dtN2MifQ.WIetpbtwHzmDJPL6SZ_eS1khJ2QcanTJJ5KhzNBprU8&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "DELETE /admin/user/remove/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6InJGZ2pvVndfRDFnVVR1bVIzQ2ZfRVZYaVAwT1JjdFZLWXFIUzgtQks1NUkifQ.uLZa_qMp3LNUnPNCobLt2DrTq-rWdGk4aBQu4zBEOhE&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoyLCJ0b2tlbl9pZCI6Il9wNkxNTHFwS1lESTUtb0ZxaFQ0QktwQm5Jb1liQVNTYmJyQnBITUdnSDAifQ.jkqJ-0ZhQaJFZcfy2XIhDPycaQma9Fs2Qx8zN5trx0s&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "DELETE /admin/user/remove/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjozLCJzZXNzaW9uX2lkIjozLCJ0b2tlbl9pZCI6Ii1EbEdhVXcyMmxkNkc5Zk40RGdpZE5TeVdMMjVwVkdfSHFMVnRQSXUxdk0ifQ.8vV0RfowrapmOevd92gTOg3mzIw_n07Cy9mSuNOtqQg&u_id=3 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6IjJIRHVLSEltNjIwTHBiam5VOUdVRG1UcUpNcjY2bVZFSmF0TjVmNy1McmsifQ.SxUPT4rYmiC1c59f5OFoFLOdAkZzMHbpYR0xheOJO1g&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "DELETE /admin/user/remove/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6IjI1M2FiZ25MVUlRaVhvZDVDd1F6M3M3SnRXMkJuWDVOeW93UkItODlUOGsifQ.oXmhgY1HzK6rLsnTdUq9Pru4Olopimb1kV2G8GxMR4I&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "DELETE /admin/user/remove/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6InlMTmt3TWNYTktNYUlMaDBUaDNJZEYyYnd4WVVuNTdNR2VMR2hadTZpYlkifQ.jweIh2wHpeeQVM62bg9yQUcQJZbSy0yS8f7O_1Be9eA&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoyLCJ0b2tlbl9pZCI6IlVzalEyZWwwTGh2NmpxN09ONzhaUnV1aWhlVVB0YjZqSHFhTjZRRWFyWlEifQ.PUnCrWmJChMHRmqMTuyWVb6QC5A8lpSUDE6BjIFczpU&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "DELETE /admin/user/remove/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6ImxaT29pMDlJdjdMaXVXb1ZzQ1MtZ1NITWJ1RjJscDFLN2E0RVE5WExYLUkifQ.DoIrmRtpXS8A47nwx0N1qH1hh9TRAiO2XSo6NRKWNtk&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoyLCJ0b2tlbl9pZCI6Im9LQVpUS2xudk93dHRBQzd6YjRDWTBpTXJOU0FielZLUVhnZjlpbWJmT0UifQ.ZXmOMjg8o9UOkyMHk78Gq5oPMOMk4JoAzLXfjCP8j4k&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "DELETE /admin/user/remove/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6IlV5TkNhLWNrSDIwNGVRSGcxdUFndWFVQUMxSjJ3V2lfT0p2c1FlcVB0YjQifQ.QsO2A-Z5iLcMgu7Z1Ia9pOu9VBDrzpZQShyHL_9c6zM&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoyLCJ0b2tlbl9pZCI6Imd3SGFQZ2I2MXc1U0U0ZmxjWng3WU84T3hZaWdEVS1faTl3VTF0ZGpuckkifQ.qa3afPH51ptj3A2JXQNQOwYqQyuRAAh1AOCHlXONWw0&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /admin/userpermission/change/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /admin/userpermission/change/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6IkZ0c1JKWmg1WkZ2aHc4ZkpCWk1vel9WSDJHcWcyYi1pSF91c3lNajBnbUUifQ.qDIv43IGIn73FkEYNBN1oqJLocnQf88_KqdMSuCTMzA&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /admin/userpermission/change/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6InRId3VBRmFVT2czMVBpZkpQY2xNWmd0UmRfcHpGS254WWRsa1BuMFdRRDAifQ.MjZ4JHLc1KLnNTVMqW39mMassefF5s4f1Mm0S7pMxmw&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoyLCJ0b2tlbl9pZCI6IlZ2X1NvWGhYNHFObFhwWkhKSzRORjU0ZTFJVHhlMVNWRTVDRWdCWTVfTWMifQ.alNvAuJ8X5SFYo0WcdMwbjWqP37A9iXH5HV5_wXqK1s&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /admin/userpermission/change/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6IjJnWU04SkVJOWpEZ0VIam9LSlJmWUZwUXFWc0VWcUdpU1JDbVVkQ1QtVm8ifQ.Tv8Mclx--YjQKQE0Iw7eyaaQ1npeLdn4brzkZTasNZ4&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /admin/userpermission/change/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxLCJ0b2tlbl9pZCI6Ik1tYXNyd0FySTVLbVZqeW1OMlExZWFnQXptaWRZODdUZC1WM00zaFFkdm8ifQ.f2tMH7S4ii9ARq8lGIqeFBbbI_jiQV6zv8fNpZoLQZ0&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoyLCJ0b2tlbl9pZCI6IlhEalRicXV5d3JqTjIwMDdQTnhxeTM1Q0xaU091RXpGbDhpTmVLbjF5OUkifQ.VwopF_YKIoh-ka9lcQnXZ8AjXeYzhnVV2sgOZZeXjqk&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /admin/userpermission/change/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 19:53:08] "POST /auth/register/v2 HTTP/1.1" 200 -
